id,name,address,type
105441,Archer Courts Apartments,2220-2242 S Princeton Avenue,Multifamily Housing
105451,3616-18 North Pine Grove Avenue,3616-18 N. Pine Grove Ave.,Multifamily Housing
105454,,530  W ARLINGTON PL,Multifamily Housing
105478,"Granville Apartments, LLC",6230 N Kenmore Ave,Multifamily Housing
105483,The Edison (ds067),5200 N Sheridan Rd,Multifamily Housing
105484,Kenwin Venture LLLP,5220-5224 N Kenmore,Multifamily Housing
105488,The Bryn,5600 Sheridan,Multifamily Housing
105490,5620-5626 N. Kenmore Ave,5620-5626 N. Kenmore Ave.,Multifamily Housing
105530,6900 S Crandon,6900 S Crandon,Multifamily Housing
105533,Fairfield Hall-ID#105533,6228-6240 N Winthrop Ave,Residence Hall/Dormitory
105551,The Carolan Apartments,5480 S CORNELL AVE,Multifamily Housing
105586,Parkway Apartments,712 720 W DIVERSEY PKWY,Multifamily Housing
105596,Commonwealth Apartments LLC,2751-2765 N. Pine Grove Ave.,Multifamily Housing
105600,Hampden Court Apartments,2740 2750 N HAMPDEN CT,Multifamily Housing
105604,Grenada,525 W Arlington Pl,Multifamily Housing
105608,513-519 W. Briar Pl.,515 W. Briar,Multifamily Housing
105615,Surf III LLC,426 W Surf St,Multifamily Housing
105617,441 W. Oakdale Apartments,441 W. Oakdale Ave.,Multifamily Housing
105619,529 West Wellington,529 - 41 West Wellington Avenue,Multifamily Housing
105653,601 Condominium Association,601 E 32nd Street,Multifamily Housing
105673,Holiday Inn Downtown Chicago,506 W Harrison St.,Hotel
105695,Dearborn I LLC,1036 N Dearborn St,Multifamily Housing
105697,Dearborn Plaza,1030 N Dearborn St,Multifamily Housing
105725,Shorewind Towers,7000 7008 S SOUTH SHORE DR,Multifamily Housing
105739,Silver Cloud Condominiums,5346 S. Cornell Ave,Multifamily Housing
105744,Winthrop Terrace Apartments,5734 N Winthrop Ave,Multifamily Housing
105749,The Chatelaine,215 E. Chestnut Street,Multifamily Housing
105768,Clarendon Shores,4750 N. Clarendon Avenue,Multifamily Housing
105788,Buena Terrace,4242 N. Sheridan Rd.,Multifamily Housing
105790,Uptown Regency,5050 N. Sheridan Rd.,Multifamily Housing
105792,Diversey III LLC,424 W Diversey Pkwy,Multifamily Housing
105819,540 W. Briar,540 W. Briar,Multifamily Housing
105820,Quality Inn Midway Airport,7353  S CICERO AVE,Hotel
105852,,7100  S SOUTH SHORE DR,Multifamily Housing
105858,Arlington Place,546-550 West Arlington Place,Multifamily Housing
105864,"Navy Pier, Inc.",600 E Grand Ave,Mixed Use Property
105921,1246 Pratt LLC,1246 W. Pratt Blvd.,Multifamily Housing
105936,14 West Elm Apartments,14 W Elm St,Multifamily Housing
105938,Harper Court,5235 S Harper Court,Office
105967,"Cornell Rentals, LLC",5424 S. Cornell,Multifamily Housing
105983,1330 N. Dearborn Apartments,1330 N. Dearborn St.,Multifamily Housing
105987,Jeffery Towers,7020 S Jeffery Blvd,Multifamily Housing
105989,C5501WAS (25112),5501 W Washington Blvd,Multifamily Housing
105991,Chicago IL SCH,162-164 E Ontario St,Hotel
106000,HRTL - Harvest Commons: 1519 W Warren Blvd,1519 West Warren Boulevard,Multifamily Housing
106014,Delaware III LLC,211 E Delaware Pl,Multifamily Housing
106017,6900 S. Shore Drive,6900 S. Shore Drive,Multifamily Housing
106025,,640 644 N WABASH AVE,Hotel
106027,,505  W BELMONT AVE,Multifamily Housing
106030,Grand Briar CA,433 W. Briar Place,Multifamily Housing
106042,LaSalle Towers Condominium Association,1211 1217 N LASALLE DR,Multifamily Housing
106046,Inn of Chicago,162 E Ohio,Hotel
106052,"6214 N. Winthrop, LLC",6214-6218 N. Winthrop Ave.,Multifamily Housing
106067,,4653 4661 S LAKE PARK AVE,Multifamily Housing
106101,Wrightwood II LLC,443 W Wrightwood Ave,Multifamily Housing
106102,,190  E WALTON PL,Multifamily Housing
106103,4180 Polo Tower CA,4180 N. Marine Drive,Multifamily Housing
106108,10 W ELM,10 W Elm Street,Multifamily Housing
106109,Dearborn North,1117 N Dearborn,Multifamily Housing
106112,Skiritai Bittersweet LLC,732 W. Bitterwsweet Pl,Multifamily Housing
106113,"725 W Sheridan Condominium Association, Inc.",721 729 W SHERIDAN RD,Multifamily Housing
106118,3410 Lakeshore Drive Condominium Association,3410 N. Lake Shore Dr,Multifamily Housing
106121,Pine Grove Property LLC,2828 N Pine Grove Ave,Multifamily Housing
106122,344-358 W. Oakdale Ave.,350 W. Oakdale Ave.,Multifamily Housing
106125,5631-35 N Kenmore,5631-35 N. Kenmore,Multifamily Housing
106128,5536 N. Sheridan,5536 N. Sheridan Rd.,Multifamily Housing
106158,,1100  N LASALLE DR,Multifamily Housing
106159,Mark Twain Hotel,111 W Division St,Multifamily Housing
106221,534 West Stratford,532 - 536 West Stratford Place,Multifamily Housing
106223,4521-23 North Malden Street,4521-23 N. Malden St.,Multifamily Housing
106236,Twain,5134 S Lotus Ave,K-12 School
106618,215 WEST - LPC,215 W Washington St,Multifamily Housing
106819,Kenwood HS,5015 S Blackstone Ave,K-12 School
107850,300 W Adams,300 W Adams,Office
107939,Kenmore,5040 N Kenmore Ave,Multifamily Housing
107970,Taylor Park,41 W 47th St,Other
108602,C/S Lathrop Limited Partnership,2717 N Leavitt St,Multifamily Housing
109191,Edgewater Presbyterian Church,1020 W Bryn Mawr Ave,Worship Facility
109238,,4572  N MILWAUKEE AVE,Multifamily Housing
109278,Innisbrook V Condominium Association,8509-25 W Catherine,Multifamily Housing
109326,,4825 4835 N CENTRAL AVE,Multifamily Housing
109413,550 W. Surf,550 W. Surf,Multifamily Housing
109510,Cornell Square,4922-4942 S. Cornell,Multifamily Housing
109549,Lunt Avenue Condominium & Health Club,1327-1337 W. Lunt Ave.,Multifamily Housing
109550,Lunt Court Condominium Association,1217-1227 W. Lunt Ave.,Multifamily Housing
109573,Casa Bonita Condominium Association,7340-7352 N. Ridge Blvd.,Multifamily Housing
109576,7200 Ridge Condominium Association,7200 7216 N RIDGE BLVD,Multifamily Housing
109613,Cook County Department of Corrections Campus,2700 S California Ave,Prison/Incarceration
109891,5460 S Woodlawn Ave,5460 S Woodlawn Ave,Multifamily Housing
110223,William Rainey Harper High School,6520 S Wood St,K-12 School
110254,,110 W SUPERIOR ST,Multifamily Housing
110743,,30  W OAK ST,Multifamily Housing
110848,Gordon Center for Integrative Science (GCIS),929 East 57th Street,Laboratory
110854,River Village Pointe Condominium Association,845 N. Kingsbury,Multifamily Housing
110887,,2510 W IRVING PARK RD,Multifamily Housing
111000,Armitage Francis,2740 W Armitage Ave,Multifamily Housing
111038,600 N. Lake Shore Drive Condominium Association (600 N. Lake Shore Dr),600 N. Lake Shore Drive,Multifamily Housing
111157,3963 W. Belmont,3963 W. Belmont Avenue,Multifamily Housing
111290,IIT Research Tower,10 West 35th Street,College/University
111431,,15 25 S THROOP ST,Multifamily Housing
111452,Washington SOuare Condominium Association,1301-1309 W Washington Blvd,Multifamily Housing
111466,The River West 2 Condominium Association,939 W. Huron St.,Multifamily Housing
111536,,2333 2341 N COMMONWEALTH AVE,Multifamily Housing
111545,,2314 N LINCOLN PARK WEST,Multifamily Housing
111553,St. Michael's High School Condominiums,1660 N. Hudson Ave,Multifamily Housing
111555,North Park Tower Cooperative,300 W. North Avenue,Multifamily Housing
111633,2130 N. Lincoln Park West (2130 N. Lincoln Park West),2130 N. Lincoln Park West,Multifamily Housing
111687,2120 Lincoln Park West Condo Association,2120 N Lincoln Park West,Multifamily Housing
111695,399 Corporation,399 W. Fullerton Pkwy,Multifamily Housing
111708,2970 Lake Shore Condo Association,2970 N Lake Shore Drive,Multifamily Housing
111724,Clybourn Lofts Condominium Association,1872 N Clybourn Ave,Multifamily Housing
111837,The Marlborough,400 W. Deming Place And 2600-2608 Lakeview,Multifamily Housing
111862,2450 N Lakeview Avenue Trust (2450 N Lakeview Avenue),2450 N Lakeview Avenue,Multifamily Housing
111893,Chicago Transit Authority - 120 N. Racine,120 North Racine,Office
111959,Dickens Place Condominium Association,2100  N RACINE AVE,Multifamily Housing
111976,The Brewster CA,2800 N Pine Grove Avenue,Multifamily Housing
111978,Commonwealth Towers Condominium Association,2920 N. Commonwealth Ave.,Multifamily Housing
111987,,442 444 W WELLINGTON AVE,Multifamily Housing
112016,Ridgemoor Estates 1 Condominium,4106  N NARRAGANSETT AVE,Multifamily Housing
112078,CUMBERLAND CROSSING CONDOMINIUM,5555 North Cumberland,Multifamily Housing
112141,,3470  N LAKE SHORE DR,Multifamily Housing
112157,Waveland Gardens,626-630 West Waveland,Multifamily Housing
112188,Dunbar Vocational Acad HS -CPS,3000 S King Dr,K-12 School
112320,Thorndale Manor Apartments,1020 West Thorndale Ave,Multifamily Housing
112395,,3600 3608 N PINE GROVE AVE,Multifamily Housing
112437,415 Condominium Association,415-421 W. Aldine Ave.,Multifamily Housing
112468,3300 Lake Shore Drive Condominium Association,3300 N Lake Shore Drive,Multifamily Housing
112515,1237 Fullerton LLC dba Ion Lincoln Park,1237 West Fullerton,Multifamily Housing
112530,4240 N Clarendon Ave,4240 N Clarendon Ave,Multifamily Housing
112607,6118 Sheridan Road Condominium Homeowners Association,6118 N Sheridan Rd,Multifamily Housing
112622,,5918  N KENMORE AVE,Multifamily Housing
112638,Juvenile Temporary Detention Center Campus,1100 S. Hamilton Ave.,Mixed Use Property
112698,6300 Sheridan Building Condominium Association,6300 North Sheridan,Multifamily Housing
112699,Sheridan Lakeside Condo Association,6259 N. Sheridan,Multifamily Housing
112724,6119 6125 N Winchester,6119-6125 N Winchester Ave,Multifamily Housing
112760,Park Castle Condominium Association,2416-2458 W. Greenleaf Ave,Multifamily Housing
112762,Royalton Condominium Association,6800 N California Ave,Multifamily Housing
112765,309-The Breakers at Edgewater Beach,5333 North Sheridan Road,Senior Living Community
112801,Sheridan Shores Condominium Association,5740 N. Sheridan Rd.,Multifamily Housing
112834,Artista 55,"5525 N Winthrop Ave, , Il",Multifamily Housing
112954,1515 W. MORSE LLC,1515 W Morse Ave,Multifamily Housing
113026,Cullerton Station Condominium Association,1909-1935 S State St,Multifamily Housing
113086,1001 Madison Condominium Association,1001 W Madison,Multifamily Housing
113146,Atrium Condominium Association,4101-4115 S. Michigan Ave,Multifamily Housing
113158,2001 Calumet,2001 S. Calumet Ave.,Multifamily Housing
113199,30 E. Division Condominium Association,30 E. Division,Multifamily Housing
113335,Ravinia Lofts Condominium Association,2024 S Wabash Ave,Multifamily Housing
113396,Surfside Condominium,5815 N Sheridan Rd,Multifamily Housing
113414,Ridgemoor Estates V Condominium Association,6430 W Belle Plaines,Multifamily Housing
113452,Plymouth Court,1115 S. Plymouth Court,Multifamily Housing
113466,Franklin Building Condominium Association,720 S Dearborn St,Multifamily Housing
113474,City-Towne Condominium Association,517-523 N. Halsted St.,Multifamily Housing
113485,1366 North Dearborn Condominium Association,1366 N Dearborn,Multifamily Housing
113487,1340 N Dearborn Condominium Association,1340 N Dearborn,Multifamily Housing
113489,,1339  N DEARBORN ST,Multifamily Housing
113507,LaSalle Terrace Condominium Association,1540 N. Lasalle St.,Multifamily Housing
113509,1330 N LaSalle,1330 N Lasalle Drive,Multifamily Housing
113540,One East Schiller Condominium Association,1 E Schiller Street,Multifamily Housing
113548,Astor Terrace (1450 N. Astor St),1450 N. Astor St,Multifamily Housing
113569,Ritchie Tower Condominium,1310 N. Ritchie Court,Multifamily Housing
113573,1540 N. Lake Shore Drive,1540 N. Lake Shore Drive,Multifamily Housing
113587,1240 Lake Shore Drive (1240 N. Lake Shore Drive),1240 N. Lake Shore Drive,Multifamily Housing
113591,1200 Condominium Association,1200 North Lake Shore Drive,Multifamily Housing
113593,1335 Astor Cooperative (1335 N. Astor St.),1335 N. Astor St.,Multifamily Housing
113598,1300 Astor Tower (1300-1306 N. Astor St.),1300-1306 N. Astor St.,Multifamily Housing
113602,Twelve Nine Astor Building Corporation,1209-17 North Astor St,Multifamily Housing
113617,1418 North Lake Shore Drive Condominium Association,1418 N Lake Shore Drive,Multifamily Housing
113621,1414 North Wells Condominium Association,1414 N. Wells St.,Multifamily Housing
113632,"Lake Shore Land Association, Inc.",1130 N. Lake Shore Drive,Multifamily Housing
113652,233 E Walton Place Building (233 E. Walton Place),233 E. Walton Place,Multifamily Housing
113668,Michigan Building Corporation,229 E Lake Shore Drive,Multifamily Housing
113670,219 E Lake Shore Dr,219 E Lake Shore Dr,Multifamily Housing
113677,221 E Walton Condominium Association,221 E Walton Pl,Multifamily Housing
113688,Cedar Street Corporation,70 E Cedar Street,Multifamily Housing
113690,20 E Cedar Condominium,20 E Cedar St,Multifamily Housing
113706,Streeterville Center,233 E. Erie,Multifamily Housing
113726,,227 239 E DELAWARE PL,Multifamily Housing
113745,The Sexton Condominium Association,360 W Illinois St,Multifamily Housing
113752,,1540  N STATE PKWY,Multifamily Housing
113754,Fifteen Thirty North State Parkway Building Corporation,1530 N State Parkway,Multifamily Housing
113764,State Tower CA,1230 N State Street,Multifamily Housing
113768,Constellation Condominium Association (1555 N Dearborn Parkway),1555 N Dearborn Parkway,Multifamily Housing
113933,Cranston Condo,6929-39 S. Crandon,Multifamily Housing
114008,Shoreline Park Condominium Association,4950 N. Marine Drive,Multifamily Housing
114120,1169 S Plymouth Condominium Association,1169 S Plymouth,Multifamily Housing
114125,1430 S. Michigan Ave,1430 S. Michigan Avenue,Multifamily Housing
114191,232 E Walton Corporation,232 E Walton,Multifamily Housing
114196,1550 State Parkway Condominium Association,1550 N State Pkwy,Multifamily Housing
114197,,1316 1326 N STATE PKWY,Multifamily Housing
114198,1415 North Dearborn Condominium Association,1415 N Dearborn St,Multifamily Housing
114200,The Park Astor Condominium,1515 N Astor,Multifamily Housing
114201,1350 N Astor Street,1350 N Astor Street,Multifamily Housing
114204,Goethe Astor Inc (1301 N. Astor St),1301 N. Astor St,Multifamily Housing
114228,Westgate Center,331 S Peoria Street,Multifamily Housing
114252,607 Wrightwood Condominium Association,607 W. Wrightwood Ave.,Multifamily Housing
114282,Wave Lakeview,420 West Belmont Avenue,Multifamily Housing
114291,2912 Condominium Association,2912-2914 N. Commonwealth Ave.,Multifamily Housing
114316,Ridgemoor Estates Condominiums,6433 W Belle Plaine Ave,Multifamily Housing
114339,Sheridan Point Condominiums,6325 N Sheridan Road,Multifamily Housing
114455,Astor Banks Condominium Association,1325 N Astor St,Multifamily Housing
114515,6901 Oglesby Avenue Apartment Building Corporation,6901-6915 S. Oglesby Ave.,Multifamily Housing
114543,Parkshore Cooperative (1755-1765 E. 55th St.),1755-1765 E. 55th St.,Multifamily Housing
114638,56th & Kimbark Condo Association,5543-59 S Kimbark Ave,Multifamily Housing
114789,THE GREENWOOD CONDOMINIUM,4720-26 S. Greenwood Ave.,Multifamily Housing
114798,The Woodlawn Condominium Association,5042-5056 S. Woodlawn Ave.,Multifamily Housing
114817,WATERGATE EAST CONDOMINIUM ASSOCIATION,5471 S Hyde Park Blvd,Multifamily Housing
114819,5401 S HYDE PARK CONDOMINIUM,5401 S. Hyde Park Blvd.,Multifamily Housing
114858,Scholars Corner Apartments,5100-5110 S. Cornell,Multifamily Housing
114861,The Narragansett Condominium Inc,1640 E 50th St.,Multifamily Housing
114866,"Barclay Condominium Home Owners' Association, Inc",4940 S. East End Ave.,Multifamily Housing
114874,4900 Drexel Cooperative,4900 South Drexel,Multifamily Housing
115022,Yesteryear Condo Association,4211 4221 N PAULINA ST,Multifamily Housing
115046,4200 Marine Drive Condominium Association,4200 N Marine Dr,Multifamily Housing
115065,700 Bittersweet Condominium Association,700 W Bittersweet Pl,Multifamily Housing
115231,1209 W Sherwin Ave,1209 W Sherwin Ave,Multifamily Housing
115316,The Shore Manor,5858 N Sheridan Rd.,Multifamily Housing
115341,4880 Marine Drive Condominium,4880  N MARINE DR,Multifamily Housing
115376,,3950  W BRYN MAWR AVE,Multifamily Housing
115605,,6250 6258 S PARK SHORE EAST CT,Multifamily Housing
115692,460  E 41ST ST,460  E 41ST ST,Multifamily Housing
115754,Van Buren Place,1504 W. Van Buren,Multifamily Housing
115784,"The Highland Apartments, LLC",7455-7469 N. Greenview Ave.,Multifamily Housing
115816,Campbell Terrace,2061 N. Campbell,Multifamily Housing
115860,Printers Row Lofts,732 S. Financial Place,Multifamily Housing
115942,Britton Budd,501 W Surf St,Multifamily Housing
115956,Barton Senior Residences of Chicago,1245 South Wood Street,Senior Living Community
116066,,3850  W BRYN MAWR AVE,Multifamily Housing
116122,The Legacy HB at Clarendon Park,4520 N. Clarendon Ave.,Multifamily Housing
116144,Pope Building Condominium Association,633 S Plymouth Ct,Multifamily Housing
116166,"451 W Melrose, LLC",447-55 W Melrose St,Multifamily Housing
116171,The Bronzeville Vincennes LLC,4724 S Vincennes,Multifamily Housing
116215,Bloomingdale Apartments,1745 North Keystone,Multifamily Housing
116336,LaSalle Private Residences,1212 N Lasalle,Multifamily Housing
116385,Southpoint Nursing and Rehabilitation Center,1010  W 95TH ST,Senior Living Community
116408,226-Senior Suites-Gage Park,3244 W. 59th Street,Senior Living Community
