Address,Coordinates
633 N St. Clair,"{'latitude': 41.8940147, 'longitude': -87.62251210000001}"
2024-2030 S. Wabash Ave.,"{'latitude': 41.8546146, 'longitude': -87.6260075}"
1027 East 57th Street,"{'latitude': 41.7912117, 'longitude': -87.59993519999999}"
611-615 E. 50th Street,"{'latitude': 41.8038853, 'longitude': -87.6108208}"
901-903 S Ashland Ave,"{'latitude': 41.870174, 'longitude': -87.6655892}"
454 W Division St,"{'latitude': 41.90387279999999, 'longitude': -87.6403437}"
6515 South Ashland Avenue,"{'latitude': 41.7751404, 'longitude': -87.6636188}"
111 W. Polk St.,"{'latitude': 41.8718656, 'longitude': -87.6310302}"
6701 N Glenwood Ave,"{'latitude': 42.00360329999999, 'longitude': -87.66542700000001}"
222 E. Chestnut St.,"{'latitude': 41.898667, 'longitude': -87.6209081}"
10510 W Zemke Road,"{'latitude': 41.9948988, 'longitude': -87.8877511}"
600 N Dearborn St.,"{'latitude': 41.8926974, 'longitude': -87.6301704}"
5556 N Sheridan,"{'latitude': 41.983521, 'longitude': -87.65559549999999}"
1122 W. Catalpa Avenue,"{'latitude': 41.9819596, 'longitude': -87.6591108}"
1111-1135 E. 87th Street,"{'latitude': 41.7363733, 'longitude': -87.5965824}"
1165 N. Clark,"{'latitude': 41.9036296, 'longitude': -87.6311686}"
4600 N. Cumberland Ave.,"{'latitude': 41.963505, 'longitude': -87.8372725}"
720 S. Dearborn,"{'latitude': 41.87288059999999, 'longitude': -87.6293125}"
2128 N Kedzie,"{'latitude': 41.9201577, 'longitude': -87.7073714}"
2950 North Sheridan,"{'latitude': 41.9358158, 'longitude': -87.6398195}"
850 W. Argyle St.,"{'latitude': 41.9736303, 'longitude': -87.6521605}"
1165 N Clark Street,"{'latitude': 41.9036296, 'longitude': -87.6311686}"
765 West Adams Street,"{'latitude': 41.8789641, 'longitude': -87.64697749999999}"
1111 W. DIVISION ST.,"{'latitude': 41.9031642, 'longitude': -87.6557155}"
3500 N Lake Shore Drive,"{'latitude': 41.9469685, 'longitude': -87.6428152}"
1101 W LAKE ST,"{'latitude': 41.885315, 'longitude': -87.65479909999999}"
4106 N NARRAGANSETT AVE,"{'latitude': 41.9547203, 'longitude': -87.7871914}"
4541 N Sheridan,"{'latitude': 41.9649322, 'longitude': -87.6542003}"
540 North Michigan Avenue,"{'latitude': 41.892225, 'longitude': -87.6249624}"
5200 N Sheridan Rd,"{'latitude': 41.9767884, 'longitude': -87.65548629999999}"
3550 N Lake Shore Dr.,"{'latitude': 41.9480112, 'longitude': -87.64385349999999}"
5540 S Hyde Park Blvd,"{'latitude': 41.79412, 'longitude': -87.5842565}"
5101-5113 S. Ingleside Ave.,"{'latitude': 41.8020189, 'longitude': -87.6027244}"
300 E. Ohio Street,"{'latitude': 41.8930872, 'longitude': -87.619834}"
182 W. Lake Street,"{'latitude': 41.8859655, 'longitude': -87.63366200000002}"
930 N. Wells,"{'latitude': 41.9001711, 'longitude': -87.6351383}"
343 W Erie St,"{'latitude': 41.8936468, 'longitude': -87.6375236}"
820 W. Belle Plaine,"{'latitude': 41.957764, 'longitude': -87.6509579}"
3314 N. Lake Shore Drive,"{'latitude': 41.9427326, 'longitude': -87.6404168}"
331 W OAKDALE AVE,"{'latitude': 41.9353614, 'longitude': -87.6383955}"
670 W Wayman,"{'latitude': 41.887525, 'longitude': -87.6454396}"
3434 South Michigan Ave,"{'latitude': 41.8315894, 'longitude': -87.623751}"
1164 W. Madison St.,"{'latitude': 41.88181609999999, 'longitude': -87.656897}"
1845 N. Larrabee St,"{'latitude': 41.9158908, 'longitude': -87.6432753}"
930 W EVERGREEN AVE,"{'latitude': 41.905636, 'longitude': -87.65278339999999}"
"1320 N. State Parkway, Chicago, IL 60610","{'latitude': 41.9064848, 'longitude': -87.6290727}"
1900 n. Austin,"{'latitude': 41.9153995, 'longitude': -87.7814768}"
200 N. Jefferson Street,"{'latitude': 41.8860424, 'longitude': -87.64297189999999}"
111 West Wacker Drive,"{'latitude': 41.8865939, 'longitude': -87.63140659999999}"
1664 W Division Street,"{'latitude': 41.9035579, 'longitude': -87.67011769999999}"
1430-1440 S. Michigan Ave.,"{'latitude': 41.8632219, 'longitude': -87.6242565}"
3620 N. Pine Grove Avenue,"{'latitude': 41.94860569999999, 'longitude': -87.6461403}"
2115 W FARWELL AVE,"{'latitude': 42.0060016, 'longitude': -87.6846626}"
1660 N. Hudson Ave,"{'latitude': 41.912304, 'longitude': -87.640085}"
901 W. Argyle Ave.,"{'latitude': 41.9730982, 'longitude': -87.65275419999999}"
1154 N Campbell Ave,"{'latitude': 41.902843, 'longitude': -87.68967889999999}"
29 North Wacker Drive,"{'latitude': 41.8828444, 'longitude': -87.63661669999999}"
6700 N WHIPPLE ST,"{'latitude': 42.0027925, 'longitude': -87.7060781}"
3260 North Lake Shore Drive,"{'latitude': 41.9418367, 'longitude': -87.6401057}"
2550 N Lakeview Avenue,"{'latitude': 41.9291251, 'longitude': -87.63959659999999}"
1320 North State Parkway,"{'latitude': 41.9064848, 'longitude': -87.6290727}"
7018 S. Creiger,"{'latitude': 41.7673741, 'longitude': -87.5816559}"
530 W. Arlington Pl.,"{'latitude': 41.9268506, 'longitude': -87.64259109999999}"
"2012 W. St. Paul,","{'latitude': 41.9132586, 'longitude': -87.67809109999999}"
5500 N. Saint Louis Avenue,"{'latitude': 41.9776462, 'longitude': -87.71728209999999}"
1343 N. Cleveland Ave,"{'latitude': 41.9074237, 'longitude': -87.6406736}"
5235 W LAKE ST,"{'latitude': 41.8870374, 'longitude': -87.75687239999999}"
205 W. Randolph,"{'latitude': 41.8842315, 'longitude': -87.63408419999999}"
5555 S. Everett Ave.,"{'latitude': 41.7936649, 'longitude': -87.58200529999999}"
633 S Plymouth Ct,"{'latitude': 41.87345759999999, 'longitude': -87.6284325}"
7400 West Touhy,"{'latitude': 42.0120088, 'longitude': -87.8120618}"
730 W Couch Pl,"{'latitude': 41.8855556, 'longitude': -87.64709680000001}"
6705 6707 N CALIFORNIA AVE,"{'latitude': 42.0032905, 'longitude': -87.6994708}"
1601 S State Street,"{'latitude': 41.8599299, 'longitude': -87.6268884}"
2 East Oak Street,"{'latitude': 41.9009321, 'longitude': -87.6280857}"
637 N. Wells Street,"{'latitude': 41.8936738, 'longitude': -87.6339332}"
1101 S. State Street,"{'latitude': 41.8689674, 'longitude': -87.6270061}"
126 E Chestnut St,"{'latitude': 41.898578, 'longitude': -87.6249534}"
4511 S EVANS AVE,"{'latitude': 41.8127809, 'longitude': -87.60779939999999}"
6101 N. Sheridan Road East,"{'latitude': 41.9927152, 'longitude': -87.6551595}"
737-47 Cornelia,"{'latitude': 41.9450665, 'longitude': -87.64859679999999}"
221 West Hubbard St,"{'latitude': 41.8898649, 'longitude': -87.6349471}"
1624 W. Division St,"{'latitude': 41.9035748, 'longitude': -87.66833059999999}"
331 W Surf Street,"{'latitude': 41.9340195, 'longitude': -87.6386393}"
4526 N SHERIDAN RD,"{'latitude': 41.9644207, 'longitude': -87.6551818}"
5125 S KENWOOD AVE,"{'latitude': 41.8015286, 'longitude': -87.5931683}"
12 S Oakley BLVD,"{'latitude': 41.8806471, 'longitude': -87.68422249999999}"
1550 S Albany Ave,"{'latitude': 41.8598599, 'longitude': -87.70316969999999}"
63 E Lake,"{'latitude': 41.8855926, 'longitude': -87.6256925}"
175 North Harbor Drive,"{'latitude': 41.8856612, 'longitude': -87.6155125}"
1817 W. 80th St.,"{'latitude': 41.7480515, 'longitude': -87.669164}"
5330 5340 W WINDSOR AVE,"{'latitude': 41.9636727, 'longitude': -87.76134189999999}"
303 W Erie St.,"{'latitude': 41.8937679, 'longitude': -87.6359806}"
3713 N SOUTHPORT AVE,"{'latitude': 41.9495642, 'longitude': -87.6636379}"
1411 N State Parkway,"{'latitude': 41.9081266, 'longitude': -87.6283893}"
165 W. Superior Street,"{'latitude': 41.89539449999999, 'longitude': -87.6335254}"
660-700 W Irving Park Rd,"{'latitude': 41.9550282, 'longitude': -87.6480304}"
1301 N Dearborn,"{'latitude': 41.9061574, 'longitude': -87.6297015}"
4106 N. Narragansett Avenue,"{'latitude': 41.9547203, 'longitude': -87.7871914}"
10155 S. Ewing Ave.,"{'latitude': 41.7104229, 'longitude': -87.5348723}"
910 W. Van Buren,"{'latitude': 41.8768495, 'longitude': -87.64989279999999}"
5105 S Harper Ave,"{'latitude': 41.8022135, 'longitude': -87.5889425}"
3506 S STATE ST,"{'latitude': 41.8307628, 'longitude': -87.62686769999999}"
1100 S MICHIGAN AVE,"{'latitude': 41.86910400000001, 'longitude': -87.6246759}"
455 North Park Drive,"{'latitude': 41.8903162, 'longitude': -87.61886930000001}"
441 East Erie Street,"{'latitude': 41.8941507, 'longitude': -87.6164486}"
541 North Rush Street,"{'latitude': 41.891994, 'longitude': -87.6250395}"
520 W. Huron,"{'latitude': 41.8949775, 'longitude': -87.64200319999999}"
4541 N SHERIDAN RD,"{'latitude': 41.9649322, 'longitude': -87.6542003}"
1333 N CLEVELAND AVE,"{'latitude': 41.90662340000001, 'longitude': -87.6405228}"
330 S. Wells,"{'latitude': 41.8771327, 'longitude': -87.6338681}"
3134 N. Clark St.,"{'latitude': 41.9387734, 'longitude': -87.65025949999999}"
300 W. North Avenue,"{'latitude': 41.9115901, 'longitude': -87.6371166}"
4250 N Marine Dr.,"{'latitude': 41.9598817, 'longitude': -87.64754459999999}"
1235 S. Prairie Ave,"{'latitude': 41.86615, 'longitude': -87.62157359999999}"
750 E. 40th St.,"{'latitude': 41.8218738, 'longitude': -87.6083397}"
2207-19 N. Rockwell/2519-75 West Lyndale Street,"{'latitude': 41.9222496, 'longitude': -87.6901231}"
7645 N SHERIDAN RD,"{'latitude': 42.0207256, 'longitude': -87.66611100000001}"
221 North LaSalle Street,"{'latitude': 41.8864874, 'longitude': -87.6321451}"
339 W. Barry Ave,"{'latitude': 41.9375953, 'longitude': -87.63845789999999}"
5033 North Elston,"{'latitude': 41.97282329999999, 'longitude': -87.74558239999999}"
7834 7844 S ELLIS AVE,"{'latitude': 41.7518446, 'longitude': -87.6006862}"
2025 S INDIANA AVE,"{'latitude': 41.8549312, 'longitude': -87.622062}"
1155 W Armitage Ave,"{'latitude': 41.9178671, 'longitude': -87.65775049999999}"
1845 S. Michigan Ave,"{'latitude': 41.85656230000001, 'longitude': -87.6234583}"
10 W. 31st street,"{'latitude': 41.8387343, 'longitude': -87.62739909999999}"
6000 S. Indiana Ave,"{'latitude': 41.7853658, 'longitude': -87.6209016}"
3539 N HALSTED ST,"{'latitude': 41.946826, 'longitude': -87.648957}"
2500 2510 W IRVING PARK RD,"{'latitude': 41.9540704, 'longitude': -87.6913629}"
660 W WRIGHTWOOD AVE,"{'latitude': 41.92949, 'longitude': -87.64535649999999}"
3300 N Campbell,"{'latitude': 41.9422897, 'longitude': -87.6923831}"
333 E. Benton Place,"{'latitude': 41.8852691, 'longitude': -87.6184837}"
735 N. State St.,"{'latitude': 41.8959712, 'longitude': -87.6276376}"
1450 N Larrabee,"{'latitude': 41.9087318, 'longitude': -87.6437754}"
1429 W. Wellington,"{'latitude': 41.9357755, 'longitude': -87.6649319}"
1601 S. State St.,"{'latitude': 41.8599299, 'longitude': -87.6268884}"
3201 South State Street,"{'latitude': 41.8356712, 'longitude': -87.6258154}"
1430 N. Lake Shore Dr.,"{'latitude': 41.9087119, 'longitude': -87.6264892}"
765 West Adams St,"{'latitude': 41.8789641, 'longitude': -87.64697749999999}"
10935 s halsted,"{'latitude': 41.6950861, 'longitude': -87.6421575}"
6320 S Dorchester Ave,"{'latitude': 41.7793398, 'longitude': -87.59240510000001}"
55 West 34th,"{'latitude': 41.8319082, 'longitude': -87.6286887}"
505 W BELMONT AVE,"{'latitude': 41.9399381, 'longitude': -87.6423564}"
5136 N. Nottingham Ave.,"{'latitude': 41.9746703, 'longitude': -87.8038045}"
540 W SURF ST,"{'latitude': 41.93439540000001, 'longitude': -87.6431198}"
6308 6320 S KEDZIE AVE,"{'latitude': 41.7782545, 'longitude': -87.7037519}"
1616 S SPAULDING AVE,"{'latitude': 41.8581675, 'longitude': -87.70811410000002}"
30 E Adams,"{'latitude': 41.8797621, 'longitude': -87.6266304}"
199 E LAKE SHORE DR,"{'latitude': 41.90064520000001, 'longitude': -87.6218406}"
4801 West Peterson,"{'latitude': 41.9895434, 'longitude': -87.7488327}"
5736 S Stony Island Avenue,"{'latitude': 41.7904133, 'longitude': -87.5875928}"
6300 North Sheridan,"{'latitude': 41.9966719, 'longitude': -87.65606799999999}"
1000 N Lake Shore Drive,"{'latitude': 41.9014753, 'longitude': -87.6246329}"
565 West Quincy,"{'latitude': 41.8784947, 'longitude': -87.6422376}"
640 N Wells Street,"{'latitude': 41.8936781, 'longitude': -87.63443629999999}"
5630 S MICHIGAN AVE,"{'latitude': 41.7917906, 'longitude': -87.6228716}"
100 N LaSalle St.,"{'latitude': 41.8833548, 'longitude': -87.63286910000001}"
300 N Canal St,"{'latitude': 41.8873478, 'longitude': -87.6404615}"
7061 N Kedzie,"{'latitude': 42.009185, 'longitude': -87.706705}"
1740 North Maplewood,"{'latitude': 41.9131829, 'longitude': -87.6913166}"
4645 W Belmont Ave,"{'latitude': 41.9386472, 'longitude': -87.743803}"
400 West 76th Street,"{'latitude': 41.7565253, 'longitude': -87.6350643}"
4141 W George St.,"{'latitude': 41.9333598, 'longitude': -87.7307307}"
2600 N. Hampden,"{'latitude': 41.9294044, 'longitude': -87.6409972}"
2400  W BALMORAL AVE,"{'latitude': 41.9797188, 'longitude': -87.6896895}"
947 E 58th St,"{'latitude': 41.7893783, 'longitude': -87.6025521}"
5424  S CORNELL AVE,"{'latitude': 41.7972748, 'longitude': -87.58602189999999}"
205 W Monroe St,"{'latitude': 41.8803969, 'longitude': -87.63413899999999}"
1460 N Halsted St,"{'latitude': 41.9081268, 'longitude': -87.6483501}"
520 N Michigan Ave,"{'latitude': 41.8913738, 'longitude': -87.62564379999999}"
900 E. 57th St,"{'latitude': 41.7916469, 'longitude': -87.6034081}"
950 E 59TH,"{'latitude': 41.788647, 'longitude': -87.60197149999999}"
608  E 51ST ST,"{'latitude': 41.8024759, 'longitude': -87.6106925}"
7200 12 S BENNETT,"{'latitude': 42.4508826, 'longitude': -88.3057537}"
1501 W Pershing Rd,"{'latitude': 41.822266, 'longitude': -87.66260489999999}"
950 East 59th St,"{'latitude': 41.788647, 'longitude': -87.60197149999999}"
5721 S Maryland Ave,"{'latitude': 41.7901847, 'longitude': -87.60458489999999}"
5758 S Maryland Ave,"{'latitude': 41.7902993, 'longitude': -87.6055693}"
5815 S Maryland Ave,"{'latitude': 41.7892116, 'longitude': -87.60406619999999}"
5700 S Maryland Ave,"{'latitude': 41.7910241, 'longitude': -87.604903}"
924 E 57th St,"{'latitude': 41.791942, 'longitude': -87.602839}"
5812 S Ellis Ave,"{'latitude': 41.7891207, 'longitude': -87.60180539999999}"
5837 S Maryland Ave,"{'latitude': 41.78875499999999, 'longitude': -87.6046898}"
5824 S Ellis Ave,"{'latitude': 41.78879389999999, 'longitude': -87.6014062}"
5840 S Ellis Ave,"{'latitude': 41.7886302, 'longitude': -87.6015132}"
5835 S Drexel Ave,"{'latitude': 41.7895617, 'longitude': -87.60369999999999}"
5841 S Maryland Ave,"{'latitude': 41.7883128, 'longitude': -87.6045656}"
949 E 58th St,"{'latitude': 41.789045, 'longitude': -87.6030243}"
5821 S Drexel Ave,"{'latitude': 41.7895617, 'longitude': -87.60369999999999}"
3151 N Lincoln Ave,"{'latitude': 41.939122, 'longitude': -87.6677022}"
1840 N Marcey Street,"{'latitude': 41.9152804, 'longitude': -87.6571093}"
920 E 58th St,"{'latitude': 41.78986500000001, 'longitude': -87.6027639}"
1744 N Western Ave,"{'latitude': 41.9134237, 'longitude': -87.68776989999999}"
123 W Madison St,"{'latitude': 41.8818254, 'longitude': -87.6317029}"
233 E Walton Place,"{'latitude': 41.899797, 'longitude': -87.62047559999999}"
1632 S INDIANA AVE,"{'latitude': 41.859186, 'longitude': -87.62284319999999}"
6342 S Green,"{'latitude': 41.7783237, 'longitude': -87.6465908}"
455 E WATERSIDE DR,"{'latitude': 41.8865523, 'longitude': -87.6153327}"
9101 S Euclid Ave,"{'latitude': 41.7293597, 'longitude': -87.5764384}"
23 W CHICAGO AVE,"{'latitude': 41.896494, 'longitude': -87.6291243}"
740 N ABERDEEN ST,"{'latitude': 41.8951769, 'longitude': -87.655256}"
540 W Webster,"{'latitude': 41.9220507, 'longitude': -87.6430384}"
1454 W Randolph,"{'latitude': 41.8851045, 'longitude': -87.66406909999999}"
2344 S STATE ST,"{'latitude': 41.8496209, 'longitude': -87.62738399999999}"
211 N HARBOR DR,"{'latitude': 41.8865487, 'longitude': -87.6145725}"
1700 West Van Buren Street,"{'latitude': 41.8765291, 'longitude': -87.6702538}"
4351 S Drexel Boulevard,"{'latitude': 41.815527, 'longitude': -87.6035945}"
1520 W HARRISON ST,"{'latitude': 41.8744404, 'longitude': -87.6651012}"
11640 S Marshfield Ave,"{'latitude': 41.6819577, 'longitude': -87.6638881}"
30 E Balbo Ave,"{'latitude': 41.8733165, 'longitude': -87.6265739}"
445 W Erie,"{'latitude': 41.8935782, 'longitude': -87.6405577}"
609 W Randolph St.,"{'latitude': 41.8843013, 'longitude': -87.6431209}"
20 E Delaware Place,"{'latitude': 41.8993839, 'longitude': -87.6275074}"
301 E Cermak Rd,"{'latitude': 41.8523163, 'longitude': -87.6200772}"
3516 E 118th Street,"{'latitude': 41.6812763, 'longitude': -87.5380015}"
1521 N ELSTON AVE,"{'latitude': 41.9098069, 'longitude': -87.66114189999999}"
2310 S STATE ST,"{'latitude': 41.8507769, 'longitude': -87.627324}"
104 S LAFLIN ST,"{'latitude': 41.8799909, 'longitude': -87.6645161}"
2100 S Morgan,"{'latitude': 41.8536069, 'longitude': -87.651798}"
6314 N WINTHROP AVE,"{'latitude': 41.9968329, 'longitude': -87.6586794}"
343 W SCHILLER ST,"{'latitude': 41.9073653, 'longitude': -87.6379082}"
1648 W DIVISION ST,"{'latitude': 41.904204, 'longitude': -87.6693669}"
167 N GREEN ST,"{'latitude': 41.8851769, 'longitude': -87.6476809}"
320 N SANGAMON ST,"{'latitude': 41.8873595, 'longitude': -87.6513885}"
155 W NORTH AVE,"{'latitude': 41.9109821, 'longitude': -87.633816}"
369 W GRAND AVE,"{'latitude': 41.8913246, 'longitude': -87.6373402}"
8711 W Bryn Mawr,"{'latitude': 41.98052029999999, 'longitude': -87.8444028}"
808 N Wells St,"{'latitude': 41.8970541, 'longitude': -87.63437979999999}"
3001 N Southport Ave,"{'latitude': 41.93636009999999, 'longitude': -87.6634285}"
320 N Michigan Ave,"{'latitude': 41.8874931, 'longitude': -87.6248974}"
215 N PEORIA ST,"{'latitude': 41.8860371, 'longitude': -87.64947629999999}"
717 S CLARK ST,"{'latitude': 41.8730069, 'longitude': -87.6303308}"
3460 North Broadway Street,"{'latitude': 41.9447323, 'longitude': -87.64655049999999}"
949 W. Dakin Street,"{'latitude': 41.9534842, 'longitude': -87.65399699999999}"
312 W 23rd pl,"{'latitude': 41.8502299, 'longitude': -87.635342}"
1201 N Clark,"{'latitude': 41.9041674, 'longitude': -87.6309337}"
8757 W Bryn Mawr,"{'latitude': 41.9804706, 'longitude': -87.84603129999999}"
633 S LASALLE ST,"{'latitude': 41.873745, 'longitude': -87.6315688}"
8727 W Bryn Mawr Ave,"{'latitude': 41.98035369999999, 'longitude': -87.8451307}"
228 W HILL ST,"{'latitude': 41.9023543, 'longitude': -87.6359092}"
849 W Ohio Street,"{'latitude': 41.8918326, 'longitude': -87.64958899999999}"
1432 S CLINTON ST,"{'latitude': 41.8625681, 'longitude': -87.64096769999999}"
6445 W Strong Street,"{'latitude': 41.9699056, 'longitude': -87.7903059}"
10538 S Langley Avenue,"{'latitude': 41.7024754, 'longitude': -87.60645}"
1646 N HALSTED ST,"{'latitude': 41.91259669999999, 'longitude': -87.6486682}"
3763 N SHEFFIELD AVE,"{'latitude': 41.9509119, 'longitude': -87.65422939999999}"
2300 S State St,"{'latitude': 41.850962, 'longitude': -87.62724659999999}"
4124-4132 N Kedvale Avenue,"{'latitude': 41.9563144, 'longitude': -87.73138569999999}"
2322 S. Canal St,"{'latitude': 41.850199, 'longitude': -87.638891}"
1935 S Wabash Ave,"{'latitude': 41.8557201, 'longitude': -87.6251463}"
1525 N ELSTON AVE,"{'latitude': 41.90978800000001, 'longitude': -87.66123499999999}"
700 W. Chicago Ave.,"{'latitude': 41.8970891, 'longitude': -87.6461563}"
1922 W Ogden Ave,"{'latitude': 41.8747123, 'longitude': -87.6750763}"
400 N. Aberdeen,"{'latitude': 41.8891558, 'longitude': -87.6550587}"
4835 S CICERO AVE,"{'latitude': 41.804736, 'longitude': -87.742685}"
8747 W Bryn Mawr Ave,"{'latitude': 41.980407, 'longitude': -87.8459596}"
1448 W MADISON ST,"{'latitude': 41.8818305, 'longitude': -87.66401599999999}"
318 N CARPENTER ST,"{'latitude': 41.8873474, 'longitude': -87.6534884}"
3436 N Osceola Avenue,"{'latitude': 41.9425088, 'longitude': -87.8135782}"
1700 N WESTERN AVE,"{'latitude': 41.9125089, 'longitude': -87.68755809999999}"
3141 N Sheffield Ave,"{'latitude': 41.9392287, 'longitude': -87.65371999999999}"
