Address,Coordinates
610 S Canal St,"{'latitude': 41.8740536, 'longitude': -87.64020049999999}"
7262 W Peterson Ave,"{'latitude': 41.990996, 'longitude': -87.8107418}"
188 W Randolph St,"{'latitude': 41.8845824, 'longitude': -87.6335282}"
520 W Huron St,"{'latitude': 41.8949775, 'longitude': -87.64200319999999}"
8500 W Bryn Mawr Ave,"{'latitude': 41.9831511, 'longitude': -87.8409313}"
3636 3646 S IRON ST,"{'latitude': 41.8273266, 'longitude': -87.66006829999999}"
39 S LaSalle St,"{'latitude': 41.88088940000001, 'longitude': -87.6321311}"
228 240 E WALTON ST,"{'latitude': 41.9000796, 'longitude': -87.6201104}"
181 W Madison St,"{'latitude': 41.8816217, 'longitude': -87.63336799999999}"
850  W EASTWOOD AVE,"{'latitude': 41.9667146, 'longitude': -87.65164}"
4600  N CLARENDON AVE,"{'latitude': 41.9657004, 'longitude': -87.6502579}"
1241 1245 W JACKSON BLVD,"{'latitude': 41.8776179, 'longitude': -87.6587182}"
1340 W Washington Blvd,"{'latitude': 41.8832526, 'longitude': -87.6615143}"
6427-6455 N Sheridan Rd,"{'latitude': 41.9990773, 'longitude': -87.6602558}"
175 W Jackson,"{'latitude': 41.8772757, 'longitude': -87.63321230000001}"
2701 S Shields Ave,"{'latitude': 41.8434618, 'longitude': -87.63509529999999}"
437  W DIVISION ST,"{'latitude': 41.9035395, 'longitude': -87.6394138}"
200 W 95th St,"{'latitude': 41.7219923, 'longitude': -87.62903209999999}"
100 N Riverside Plz,"{'latitude': 41.8841353, 'longitude': -87.63884270000001}"
1353 & 1357 S Blue Island Ave,"{'latitude': 41.8640513, 'longitude': -87.6548954}"
412  S WELLS ST,"{'latitude': 41.8764969, 'longitude': -87.63398959999999}"
128 S LAFLIN ST,"{'latitude': 41.8792558, 'longitude': -87.66463089999999}"
5123  N SHERIDAN RD,"{'latitude': 41.976157, 'longitude': -87.6545639}"
4617 4625 N SHERIDAN RD,"{'latitude': 41.96623820000001, 'longitude': -87.6545373}"
203 209 N WABASH AVE,"{'latitude': 41.8861777, 'longitude': -87.62599379999999}"
1322 S Prairie Ave,"{'latitude': 41.8652297, 'longitude': -87.62151390000001}"
1401 S Sacramento Dr,"{'latitude': 41.86230949999999, 'longitude': -87.6996602}"
1929 W WILSON AVE,"{'latitude': 41.9648435, 'longitude': -87.67773129999999}"
1333 N Kingsbury,"{'latitude': 41.9052099, 'longitude': -87.64919809999999}"
2500 N Lakeview Ave,"{'latitude': 41.9282673, 'longitude': -87.63948219999999}"
4055 W Arthington St,"{'latitude': 41.8697045, 'longitude': -87.7270353}"
33 N Dearborn St,"{'latitude': 41.8828847, 'longitude': -87.6289326}"
1343  N CLEVELAND AVE,"{'latitude': 41.9074237, 'longitude': -87.6406736}"
29 S LaSalle St,"{'latitude': 41.8811582, 'longitude': -87.63163139999999}"
6220 S Stony Island Ave,"{'latitude': 41.7821103, 'longitude': -87.58709209999999}"
2516 2526 N KEDZIE BLVD,"{'latitude': 41.9273847, 'longitude': -87.7081278}"
1055 1065 W GRANVILLE AVE,"{'latitude': 41.9944532, 'longitude': -87.6579781}"
4720 4726 S GREENWOOD AVE,"{'latitude': 41.8088235, 'longitude': -87.60026300000001}"
1555  N DEARBORN PKWY,"{'latitude': 41.9110351, 'longitude': -87.6297062}"
20 S Clark St,"{'latitude': 41.8813038, 'longitude': -87.631169}"
2024 2030 S WABASH AVE,"{'latitude': 41.8544563, 'longitude': -87.6258533}"
2101 S WABASH AVE,"{'latitude': 41.8541146, 'longitude': -87.6251552}"
1040  W GRANVILLE AVE,"{'latitude': 41.9946832, 'longitude': -87.65727249999999}"
1246 1248 W PRATT BLVD,"{'latitude': 42.0054978, 'longitude': -87.66300869999999}"
2620 S Lawndale Ave,"{'latitude': 41.8429553, 'longitude': -87.71754080000001}"
6214 6218 N WINTHROP AVE,"{'latitude': 41.9952227, 'longitude': -87.6586967}"
4330 W Wabansia Ave,"{'latitude': 41.91160319999999, 'longitude': -87.7349325}"
5046 5052 N SHERIDAN RD,"{'latitude': 41.97485349999999, 'longitude': -87.65510789999999}"
401 E 32nd St,"{'latitude': 41.8364304, 'longitude': -87.6160382}"
4030 S Lake Park Ave,"{'latitude': 41.8216773, 'longitude': -87.6023306}"
4032 W Madison St,"{'latitude': 41.8808837, 'longitude': -87.726914}"
1520 W North Ave,"{'latitude': 41.9109475, 'longitude': -87.66625859999999}"
2229 S Halsted St,"{'latitude': 41.8517657, 'longitude': -87.6461405}"
2941 N Mcvicker Ave,"{'latitude': 41.9337636, 'longitude': -87.7765051}"
875 N DEARBORN ST,"{'latitude': 41.8988012, 'longitude': -87.6295604}"
27 E Monroe St,"{'latitude': 41.8806885, 'longitude': -87.62655439999999}"
2750 W ROOSEVELT,"{'latitude': 41.8670529, 'longitude': -87.69501600000001}"
5501 5511 W WASHINGTON BLVD,"{'latitude': 41.8819274, 'longitude': -87.7637831}"
510 W Belmont Ave,"{'latitude': 41.9405002, 'longitude': -87.64278490000001}"
6340 N Winthrop Ave,"{'latitude': 41.9978142, 'longitude': -87.6589233}"
2211 N Oak Park Ave,"{'latitude': 41.9200593, 'longitude': -87.793087}"
1313 S Sacramento Blvd,"{'latitude': 41.8640669, 'longitude': -87.7011301}"
6360 S Minerva Ave,"{'latitude': 41.7790098, 'longitude': -87.5968137}"
199  E LAKE SHORE DR,"{'latitude': 41.90064520000001, 'longitude': -87.6218406}"
833 N Clark St,"{'latitude': 41.89742529999999, 'longitude': -87.63089509999999}"
10347 S Ewing Ave,"{'latitude': 41.7068768, 'longitude': -87.53497569999999}"
1600 S Prairie Ave,"{'latitude': 41.8600198, 'longitude': -87.621056}"
500 W Superior St,"{'latitude': 41.895951, 'longitude': -87.642196}"
717 N Michigan Ave,"{'latitude': 41.8954929, 'longitude': -87.6237654}"
1001 1025 W Loyola Ave,"{'latitude': 42.0012958, 'longitude': -87.657056}"
1111 N. Dearborn St,"{'latitude': 41.9021231, 'longitude': -87.62955099999999}"
2325  W JACKSON BLVD,"{'latitude': 41.877175, 'longitude': -87.684929}"
6710 N Washtenaw Ave,"{'latitude': 42.0040791, 'longitude': -87.6979897}"
6145 S Ingleside Ave,"{'latitude': 41.7833312, 'longitude': -87.602521}"
4800 W GEORGE ST,"{'latitude': 41.9335001, 'longitude': -87.7470204}"
3525 S. Honroe,"{'latitude': 41.8296415, 'longitude': -87.6711354}"
5516 S Maplewood Ave,"{'latitude': 41.7933077, 'longitude': -87.6877554}"
1737-1747 N Elston Ave,"{'latitude': 41.914184, 'longitude': -87.66401069999999}"
3300 3306 W DIVERSEY AVE,"{'latitude': 41.9321265, 'longitude': -87.71020010000001}"
4624  S ELLIS AVE,"{'latitude': 41.81042799999999, 'longitude': -87.6022114}"
3218 N CLARK ST,"{'latitude': 41.9403706, 'longitude': -87.65120399999999}"
415 W FULLERTON PKWY,"{'latitude': 41.9254378, 'longitude': -87.6398529}"
949 N ELSTON AVE,"{'latitude': 41.89910870000001, 'longitude': -87.6544907}"
353 N Des Plaines St,"{'latitude': 41.8883403, 'longitude': -87.643546}"
3000 S King Dr,"{'latitude': 41.84005, 'longitude': -87.61841160000002}"
2800 W Fulton St,"{'latitude': 41.8869388, 'longitude': -87.6967045}"
618 S Michigan Ave,"{'latitude': 41.873807, 'longitude': -87.6247696}"
901 W 63rd St,"{'latitude': 41.7795201, 'longitude': -87.6479093}"
6400 N Sherdian Rd,"{'latitude': 41.9984074, 'longitude': -87.66146669999999}"
111 S Michigan Ave,"{'latitude': 41.8798787, 'longitude': -87.6221473}"
233 E Wacker Dr,"{'latitude': 41.8876126, 'longitude': -87.6212177}"
11045  S WENTWORTH,"{'latitude': 41.6929217, 'longitude': -87.6276618}"
1260  N DEARBORN ST,"{'latitude': 41.905682, 'longitude': -87.630211}"
6200-42 N Hoyne Ave,"{'latitude': 41.99438929999999, 'longitude': -87.6826796}"
6400 W Berteau,"{'latitude': 41.9569056, 'longitude': -87.7872064}"
900 W Belden Ave,"{'latitude': 41.92391000000001, 'longitude': -87.6515389}"
2100 N Lincoln Park West,"{'latitude': 41.9204263, 'longitude': -87.6365709}"
259 E Erie St,"{'latitude': 41.89369130000001, 'longitude': -87.620953}"
3939  S CALUMET AVE,"{'latitude': 41.8225534, 'longitude': -87.618222}"
1430  S INDIANA AVE,"{'latitude': 41.8634136, 'longitude': -87.62276779999999}"
6160 N CICERO AVE,"{'latitude': 41.9931729, 'longitude': -87.749234}"
4901 4917 W IRVINGPARK RD,"{'latitude': 41.953183, 'longitude': -87.75058609999999}"
4845  S WESTERN AVE,"{'latitude': 41.8052445, 'longitude': -87.6834097}"
300 W NORTH AVE,"{'latitude': 41.9115901, 'longitude': -87.6371166}"
5107 S. Blackstone Ave,"{'latitude': 41.8021065, 'longitude': -87.59036909999999}"
1222 W Roosevelt Rd,"{'latitude': 41.86725209999999, 'longitude': -87.6575658}"
1400 W FULTON ST,"{'latitude': 41.8866973, 'longitude': -87.66268629999999}"
8 W Monroe St,"{'latitude': 41.88085969999999, 'longitude': -87.6283136}"
2611 N HERMITAGE AVE,"{'latitude': 41.9288629, 'longitude': -87.6719032}"
2061  N CAMPBELL AVE,"{'latitude': 41.8927401, 'longitude': -87.68900939999999}"
360 E Randolph St,"{'latitude': 41.8848084, 'longitude': -87.6179477}"
601 W Jackson,"{'latitude': 41.8778857, 'longitude': -87.6427977}"
803 W Fulton Market,"{'latitude': 41.8866276, 'longitude': -87.647764}"
1607  E 50TH PL,"{'latitude': 41.80322049999999, 'longitude': -87.5861571}"
2555 N Normandy Ave,"{'latitude': 41.9266894, 'longitude': -87.79202599999999}"
2625 N Orchard St,"{'latitude': 41.9295783, 'longitude': -87.6458976}"
559 561 W SURF ST,"{'latitude': 41.93409339999999, 'longitude': -87.6440767}"
3256 W BRYN MAWR AVE,"{'latitude': 41.9832581, 'longitude': -87.7112001}"
333 S LaSalle St,"{'latitude': 41.8776198, 'longitude': -87.6317664}"
501 E 32nd St,"{'latitude': 41.8383221, 'longitude': -87.612147}"
55 W 34th Street,"{'latitude': 41.8319082, 'longitude': -87.6286887}"
737 N Michigan Ave,"{'latitude': 41.89599949999999, 'longitude': -87.6238055}"
5600  N SHERIDAN RD,"{'latitude': 41.9839704, 'longitude': -87.655453}"
917 W Eastwood Ave,"{'latitude': 41.9661421, 'longitude': -87.6532955}"
441 E Erie St,"{'latitude': 41.8941507, 'longitude': -87.6164486}"
111 W Illinois St,"{'latitude': 41.89064399999999, 'longitude': -87.6318983}"
8255 S Houston Ave,"{'latitude': 41.7449115, 'longitude': -87.5497448}"
740 S CAMPBELL AVE,"{'latitude': 41.8717549, 'longitude': -87.6896278}"
5471  S HYDE PARK BLVD,"{'latitude': 41.796131, 'longitude': -87.5836969}"
111 W Polk St,"{'latitude': 41.8718656, 'longitude': -87.6310302}"
1840 W Ohio St,"{'latitude': 41.8926909, 'longitude': -87.6742248}"
5348-5358 N Cumberland Ave,"{'latitude': 41.9771518, 'longitude': -87.8377582}"
451 E Grand Ave,"{'latitude': 41.8915302, 'longitude': -87.6155923}"
7018 S Cregier Ave,"{'latitude': 41.7673741, 'longitude': -87.5816559}"
1217 1227 W LUNT AVE,"{'latitude': 42.0089844, 'longitude': -87.66322199999999}"
2520 N Narragansett Ave,"{'latitude': 41.9261995, 'longitude': -87.7863612}"
4520 S Damen Ave,"{'latitude': 41.8110141, 'longitude': -87.67649019999999}"
637 N WELLS ST,"{'latitude': 41.8936738, 'longitude': -87.6339332}"
5200  S ELLIS AVE,"{'latitude': 41.8004111, 'longitude': -87.6014403}"
40 E GARFIELD BLVD,"{'latitude': 41.7949315, 'longitude': -87.6222177}"
8001 S Western Ave,"{'latitude': 41.7477272, 'longitude': -87.68255370000001}"
1818 1828 E 72ND ST,"{'latitude': 41.7645975, 'longitude': -87.5800692}"
621 S Plymouth Ct,"{'latitude': 41.8739627, 'longitude': -87.62828909999999}"
1430 N Astor St,"{'latitude': 41.9085713, 'longitude': -87.62804489999999}"
2345 S Millard Ave,"{'latitude': 41.8483867, 'longitude': -87.7158125}"
4260  N BROADWAY ST,"{'latitude': 41.9598833, 'longitude': -87.6542262}"
57 - 63 W Grand Ave,"{'latitude': 41.8914546, 'longitude': -87.63047979999999}"
4200 W 115th St,"{'latitude': 41.6848019, 'longitude': -87.7240581}"
741  E 79TH ST,"{'latitude': 41.751123, 'longitude': -87.60590599999999}"
7260  S SOUTH SHORE DR,"{'latitude': 41.76436930000001, 'longitude': -87.5613517}"
27 39 E CEDAR ST,"{'latitude': 41.9021884, 'longitude': -87.6267921}"
900  W ARGYLE ST,"{'latitude': 41.9736474, 'longitude': -87.652653}"
600 S State St,"{'latitude': 41.87432, 'longitude': -87.627797}"
821 E 103rd St,"{'latitude': 41.7065893, 'longitude': -87.6026502}"
8540 S Cregier,"{'latitude': 41.7394508, 'longitude': -87.5811646}"
3570 N Elston Ave,"{'latitude': 41.9449885, 'longitude': -87.708596}"
500 E 51st St,"{'latitude': 41.8026933, 'longitude': -87.6134653}"
2916 W 47TH ST,"{'latitude': 41.8085471, 'longitude': -87.6970484}"
1414 E 61st Pl,"{'latitude': 41.7835774, 'longitude': -87.5910485}"
2303  N CLYBOURN AVE,"{'latitude': 41.9249808, 'longitude': -87.6674094}"
2815-27 N. Leavitt Street,"{'latitude': 41.9335517, 'longitude': -87.6820687}"
6456 6460 W BELLE PLAINE AVE,"{'latitude': 41.9553775, 'longitude': -87.7888607}"
5831 N Northwest Hwy,"{'latitude': 41.98776489999999, 'longitude': -87.79039759999999}"
916 S Wabash Ave,"{'latitude': 41.8700442, 'longitude': -87.626132}"
2232  W FARWELL AVE,"{'latitude': 42.0066354, 'longitude': -87.6874637}"
5125  S KENWOOD AVE,"{'latitude': 41.8015286, 'longitude': -87.5931683}"
1845 S Michigan Ave,"{'latitude': 41.85656230000001, 'longitude': -87.6234583}"
1000 W Washington Blvd,"{'latitude': 41.883627, 'longitude': -87.652422}"
190  E WALTON PL,"{'latitude': 41.9004005, 'longitude': -87.6222506}"
195 N Harbor Dr,"{'latitude': 41.8856622, 'longitude': -87.6146932}"
1903 E 96th St,"{'latitude': 41.7202789, 'longitude': -87.57767539999999}"
1340  S MICHIGAN AVE,"{'latitude': 41.86453179999999, 'longitude': -87.62428799999999}"
3434 W 77th St,"{'latitude': 41.75381, 'longitude': -87.7084096}"
1750 N Wolcott Avenue,"{'latitude': 41.9139811, 'longitude': -87.6755539}"
6 S. Laflin,"{'latitude': 41.8813646, 'longitude': -87.6646276}"
200 W 87th St,"{'latitude': 41.736134, 'longitude': -87.630686}"
3241 S Michigan Ave,"{'latitude': 41.8358687, 'longitude': -87.6226487}"
3700 W 103rd St,"{'latitude': 41.7089134, 'longitude': -87.7126049}"
1404 E 70th St,"{'latitude': 41.7679509, 'longitude': -87.5906373}"
355 E WACKER DR,"{'latitude': 41.8874095, 'longitude': -87.6183583}"
1645 1663 W PRATT BLVD,"{'latitude': 42.005072, 'longitude': -87.672012}"
1501 W Melrose St,"{'latitude': 41.9404332, 'longitude': -87.6669896}"
6550 S Richmond St,"{'latitude': 41.7745537, 'longitude': -87.69735899999999}"
6631 N Bosworth Ave,"{'latitude': 42.0028084, 'longitude': -87.6689166}"
545 W Division,"{'latitude': 41.9032173, 'longitude': -87.64293099999999}"
1122 N Clark St,"{'latitude': 41.9024825, 'longitude': -87.63186429999999}"
1550 N CLARK ST,"{'latitude': 41.9109282, 'longitude': -87.6319169}"
646 652 S CLARK ST,"{'latitude': 41.8735083, 'longitude': -87.6308498}"
421 433 W HURON ST,"{'latitude': 41.894586, 'longitude': -87.63985799999999}"
200 N Jefferson St,"{'latitude': 41.8860424, 'longitude': -87.64297189999999}"
1165 N MILWAUKEE AVE,"{'latitude': 41.903148, 'longitude': -87.6654815}"
201 N GARLAND CT,"{'latitude': 41.8859193, 'longitude': -87.6252194}"
176 N Racine Avenue,"{'latitude': 41.8851073, 'longitude': -87.6569255}"
2340 N California Ave,"{'latitude': 41.9242271, 'longitude': -87.69822769999999}"
7531 S Stony Island Ave,"{'latitude': 41.7573356, 'longitude': -87.58553789999999}"
675 N Wells St,"{'latitude': 41.8944042, 'longitude': -87.6338923}"
1224 W Van Buren St,"{'latitude': 41.87678, 'longitude': -87.6582667}"
5329 S Oak Park Avenue,"{'latitude': 41.79511919999999, 'longitude': -87.79078179999999}"
3320 W Hirsch St,"{'latitude': 41.9067442, 'longitude': -87.71041110000002}"
899 S Plymouth Ct,"{'latitude': 41.8708159, 'longitude': -87.62827519999999}"
3707 W Polk,"{'latitude': 41.8705222, 'longitude': -87.71826109999999}"
623 S Wabash Ave,"{'latitude': 41.8736662, 'longitude': -87.6254637}"
5353 N Elston Ave,"{'latitude': 41.9795258, 'longitude': -87.7574874}"
6140  S DREXEL AVE,"{'latitude': 41.7825636, 'longitude': -87.6049092}"
3180 N Lake Shore Dr,"{'latitude': 41.9396389, 'longitude': -87.63894599999999}"
6145 6147 N SHERIDAN RD,"{'latitude': 41.9935733, 'longitude': -87.6548756}"
1116 E 59th St,"{'latitude': 41.78796639999999, 'longitude': -87.59953639999999}"
4450 N Clark St,"{'latitude': 41.9631948, 'longitude': -87.6668263}"
7200 7216 N RIDGE BLVD,"{'latitude': 42.0128352, 'longitude': -87.6836572}"
1615 S Clark St,"{'latitude': 41.859366, 'longitude': -87.6296651}"
5320 S Pulaski Rd,"{'latitude': 41.79586339999999, 'longitude': -87.7251175}"
3630 S Wells St,"{'latitude': 41.827619, 'longitude': -87.6329054}"
1335 S Prairie Ave,"{'latitude': 41.8644863, 'longitude': -87.6207256}"
5025 S ST LOUIS,"{'latitude': 41.8017474, 'longitude': -87.7108489}"
444 W Lake St,"{'latitude': 41.8863146, 'longitude': -87.63950779999999}"
4015 N Ashland Ave,"{'latitude': 41.9551713, 'longitude': -87.668517}"
230 W North Ave,"{'latitude': 41.911311, 'longitude': -87.6361293}"
451 W Wrightwood Ave,"{'latitude': 41.930608, 'longitude': -87.6412416}"
2111 W Roosevelt Rd,"{'latitude': 41.8655097, 'longitude': -87.6799149}"
1201 W ADAMS ST,"{'latitude': 41.8789216, 'longitude': -87.65740029999999}"
3250 W 87th St,"{'latitude': 41.7367161, 'longitude': -87.7035708}"
366 W. Superior,"{'latitude': 41.895818, 'longitude': -87.6383393}"
820 S Carpenter St,"{'latitude': 41.8709847, 'longitude': -87.65353010000001}"
2545 W Diversey Ave,"{'latitude': 41.9316201, 'longitude': -87.6919467}"
4131 W Cortland St,"{'latitude': 41.9148883, 'longitude': -87.7298155}"
137-143 N Parkside Ave,"{'latitude': 41.8833019, 'longitude': -87.76623560000002}"
211 213 E DELAWARE PL,"{'latitude': 41.8990866, 'longitude': -87.62131049999999}"
326 N ORLEANS ST,"{'latitude': 41.8905953, 'longitude': -87.63665460000001}"
2033 2045 W CHARLESTON ST,"{'latitude': 41.919798, 'longitude': -87.6794838}"
2222 S MICHIGAN AVE,"{'latitude': 41.8521557, 'longitude': -87.62461239999999}"
950 E 61st St,"{'latitude': 41.7844802, 'longitude': -87.60232309999999}"
1169 S PLYMOUTH CT,"{'latitude': 41.8678732, 'longitude': -87.6281235}"
1134 W Granville Ave,"{'latitude': 41.9947425, 'longitude': -87.6597943}"
4245  N OAK PARK AVE,"{'latitude': 41.9584514, 'longitude': -87.7969594}"
7050 S May St,"{'latitude': 41.765755, 'longitude': -87.6532525}"
7740 S Ingleside Ave,"{'latitude': 41.75391219999999, 'longitude': -87.6018714}"
2226 N Hoyne Ave,"{'latitude': 41.9218057, 'longitude': -87.68069990000001}"
1130 N LAKE SHORE DR,"{'latitude': 41.9034023, 'longitude': -87.62527299999999}"
2960 S Federal St,"{'latitude': 41.8402524, 'longitude': -87.62926949999999}"
3120 S Kostner Ave,"{'latitude': 41.8358649, 'longitude': -87.73562179999999}"
201 211 E 31ST ST,"{'latitude': 41.8381659, 'longitude': -87.6213511}"
25 W 47th St,"{'latitude': 41.80825249999999, 'longitude': -87.62751229999999}"
734 W Sheridan Rd,"{'latitude': 41.9530805, 'longitude': -87.6494037}"
1259 N Wood Street,"{'latitude': 41.905114, 'longitude': -87.6722664}"
7340 7352 N RIDGE BLVD,"{'latitude': 42.0155484, 'longitude': -87.6850577}"
1001  W BELMONT AVE,"{'latitude': 41.939778, 'longitude': -87.65443870000001}"
3240 N ASHLAND AVE,"{'latitude': 41.9412544, 'longitude': -87.66929379999999}"
915 E 60th St,"{'latitude': 41.7850475, 'longitude': -87.6034756}"
640 W Irving Park Rd,"{'latitude': 41.9549122, 'longitude': -87.64645039999999}"
2935 W Polk St,"{'latitude': 41.8705009, 'longitude': -87.7004947}"
6927 6939 S CRANDON AVE,"{'latitude': 41.7688193, 'longitude': -87.5693254}"
725 W Irving Park Rd,"{'latitude': 41.95419769999999, 'longitude': -87.6493627}"
3949 W NORTH AVE,"{'latitude': 41.9094972, 'longitude': -87.7261504}"
3611 W Montrose Ave,"{'latitude': 41.9608247, 'longitude': -87.7188024}"
8509 8525 W CATHERINE AVE,"{'latitude': 41.9772295, 'longitude': -87.839989}"
707 N WELLS ST,"{'latitude': 41.89507930000001, 'longitude': -87.63378999999999}"
1140  N LASALLE ST,"{'latitude': 41.9032161, 'longitude': -87.63363629999999}"
5918  N KENMORE AVE,"{'latitude': 41.9897627, 'longitude': -87.65721119999999}"
5115 N Mont Clare Ave,"{'latitude': 41.9746411, 'longitude': -87.8043038}"
2322 N Kenmore Ave,"{'latitude': 41.9241306, 'longitude': -87.65501379999999}"
401 E Ontario St,"{'latitude': 41.893211, 'longitude': -87.616401}"
6030 S Ellis Ave,"{'latitude': 41.7848161, 'longitude': -87.6015965}"
5500  S SHORE DR,"{'latitude': 41.7947728, 'longitude': -87.5807665}"
452  W ALDINE AVE,"{'latitude': 41.9424419, 'longitude': -87.64196310000001}"
120 N LaSalle St,"{'latitude': 41.88374719999999, 'longitude': -87.63310039999999}"
1645 E. 54th St.,"{'latitude': 41.7981328, 'longitude': -87.5851229}"
325 W Huron St,"{'latitude': 41.894558, 'longitude': -87.63659849999999}"
730 N Michigan Ave,"{'latitude': 41.8959122, 'longitude': -87.6245868}"
6940 S Merrill Ave,"{'latitude': 41.7686967, 'longitude': -87.5730945}"
3630 N Clark St,"{'latitude': 41.9479091, 'longitude': -87.65722749999999}"
3710  N PINE GROVE AVE,"{'latitude': 41.9500323, 'longitude': -87.6472383}"
8 S Michigan Ave,"{'latitude': 41.8818933, 'longitude': -87.6249046}"
2745 W Roosevelt Rd,"{'latitude': 41.8661317, 'longitude': -87.6954789}"
1050 W  Sheridan,"{'latitude': 41.998401, 'longitude': -87.65773279999999}"
805 N LA SALLE DR,"{'latitude': 41.8968325, 'longitude': -87.6323311}"
6408 - 6450 W Irving Park Rd,"{'latitude': 41.9528869, 'longitude': -87.78835570000001}"
3425 N Major Ave,"{'latitude': 41.942636, 'longitude': -87.76853140000001}"
5100 N Marine Dr,"{'latitude': 41.9756563, 'longitude': -87.65246979999999}"
3241 S Federal Street,"{'latitude': 41.8356639, 'longitude': -87.6283866}"
3212 W George St,"{'latitude': 41.9343149, 'longitude': -87.7080903}"
2145 W Grand Ave,"{'latitude': 41.8905039, 'longitude': -87.6811606}"
7429 7441 S KINGSTON AVE,"{'latitude': 41.7596587, 'longitude': -87.56281279999999}"
1950 W Polk St,"{'latitude': 41.8716898, 'longitude': -87.6750134}"
1301  N STATE PKWY,"{'latitude': 41.9060542, 'longitude': -87.6284696}"
10900 S Doty Ave,"{'latitude': 41.696683, 'longitude': -87.599032}"
139 S Parkside Ave,"{'latitude': 41.8780657, 'longitude': -87.7659552}"
5555 N Sheridan Rd,"{'latitude': 41.98333299999999, 'longitude': -87.6546058}"
1250 W Morse Ave,"{'latitude': 42.0081757, 'longitude': -87.66368860000001}"
310 S PEORIA ST,"{'latitude': 41.8774178, 'longitude': -87.6498976}"
1228  W MONROE,"{'latitude': 41.88068699999999, 'longitude': -87.6582282}"
720 S Michigan Ave,"{'latitude': 41.8725306, 'longitude': -87.6244751}"
230 W Huron St,"{'latitude': 41.8949996, 'longitude': -87.6353668}"
1521  S WABASH AVE,"{'latitude': 41.861183, 'longitude': -87.6252458}"
1330 E 53RD ST,"{'latitude': 41.7996454, 'longitude': -87.5935818}"
550 W Jackson Blvd,"{'latitude': 41.8783367, 'longitude': -87.64150219999999}"
2909 N Sheridan Rd,"{'latitude': 41.9347019, 'longitude': -87.63913269999999}"
4200 N Austin Ave,"{'latitude': 41.9572843, 'longitude': -87.77729409999999}"
177 N State St,"{'latitude': 41.88537290000001, 'longitude': -87.6271996}"
541 N Fairbanks,"{'latitude': 41.8924439, 'longitude': -87.6199633}"
2012 W St Paul Ave,"{'latitude': 41.9132586, 'longitude': -87.67809109999999}"
1313  W RANDOLPH ST,"{'latitude': 41.8838597, 'longitude': -87.6594231}"
208 S LaSalle St,"{'latitude': 41.8792045, 'longitude': -87.6325993}"
162 N State St,"{'latitude': 41.8849022, 'longitude': -87.62822690000002}"
3542 S Washtenaw Avenue,"{'latitude': 41.8288313, 'longitude': -87.69269709999999}"
2 E Oak St,"{'latitude': 41.9009417, 'longitude': -87.6280874}"
6157 N Sheridan Rd,"{'latitude': 41.9940696, 'longitude': -87.65502529999999}"
125 S Wacker Dr,"{'latitude': 41.8797063, 'longitude': -87.63641129999999}"
251 N Albany Avenue,"{'latitude': 41.8857127, 'longitude': -87.70342869999999}"
1400 S Michigan Ave,"{'latitude': 41.8637721, 'longitude': -87.6245471}"
211 221 W LAKE ST,"{'latitude': 41.8857379, 'longitude': -87.6347687}"
820  S PARK TER,"{'latitude': 41.8716438, 'longitude': -87.6302903}"
1980 N Milwaukee Ave,"{'latitude': 41.9172945, 'longitude': -87.68848659999999}"
3100 S Michigan Avenue,"{'latitude': 41.8377516, 'longitude': -87.6239871}"
850 N Dewitt Pl,"{'latitude': 41.8981871, 'longitude': -87.6204726}"
5841 S. Maryland Ave MC0985,"{'latitude': 41.7883128, 'longitude': -87.6045656}"
400 410 N Dearborn St,"{'latitude': 41.889689, 'longitude': -87.6299095}"
467 W Deming Pl,"{'latitude': 41.9287173, 'longitude': -87.64157879999999}"
2701 2741 N LEAVITT ST,"{'latitude': 41.9315833, 'longitude': -87.6801388}"
860 W Evergreen Ave,"{'latitude': 41.90608230000001, 'longitude': -87.6508245}"
820 N Orleans St,"{'latitude': 41.8972264, 'longitude': -87.63829779999999}"
1464 S Michigan Ave,"{'latitude': 41.86225779999999, 'longitude': -87.62428899999999}"
2920 2926 N COMMONWEALTH AVE,"{'latitude': 41.9351239, 'longitude': -87.6382917}"
4829 S Cottage Grove,"{'latitude': 41.8068322, 'longitude': -87.6060914}"
110 W Madison St,"{'latitude': 41.88229690000001, 'longitude': -87.63138239999999}"
8914 S Buffalo Ave,"{'latitude': 41.7331961, 'longitude': -87.5447653}"
7100  S SOUTH SHORE DR,"{'latitude': 41.7660991, 'longitude': -87.56302710000001}"
5109 5151 S PULASKI RD,"{'latitude': 41.7992274, 'longitude': -87.7228178}"
4001 W Devon Ave,"{'latitude': 41.9969495, 'longitude': -87.729227}"
7414 N Wolcott Ave,"{'latitude': 42.0169652, 'longitude': -87.6780689}"
3131 N Clark St,"{'latitude': 41.93914030000001, 'longitude': -87.649558}"
5355 5371 N DELPHIA AVE,"{'latitude': 41.977237, 'longitude': -87.841214}"
6130 S Wolcott Ave,"{'latitude': 41.7820793, 'longitude': -87.67216839999999}"
3314  N LAKE SHORE DR,"{'latitude': 41.9427326, 'longitude': -87.6404168}"
610 S Michigan Ave,"{'latitude': 41.8740396, 'longitude': -87.6247696}"
550 W Adams,"{'latitude': 41.8796156, 'longitude': -87.64138899999999}"
442 444 W WELLINGTON AVE,"{'latitude': 41.9368663, 'longitude': -87.6411855}"
